Timestamp,IMU1Data,IMU2Data,Depth
1722259896.828544,"accelerometer {
  x: 0.09228515625
  y: 0.04931640625
  z: 0.8955078125
}
gyroscope {
  x: 0.023412263253703713
  y: -0.028733232175000012
  z: -0.022348069469444454
}
magnetometer {
  x: 17.444460400845855
  y: -44.721636394271627
  z: 99.760947191622108
}
temperature: 47.1778526
","accelerometer {
  x: -0.01025390625
  y: 0.025390625
  z: 0.95947265625
}
gyroscope {
  x: -0.014898712979629636
  y: -0.018091294332407415
  z: -0.0063851627055555582
}
magnetometer {
  x: 37.883014327380806
  y: -17.805251013487577
  z: 158.79238268989138
}
temperature: 49.511097
",-0.17299999296665192
1722259896.8615453,"accelerometer {
  x: 0.1240234375
  y: 0.033203125
  z: 0.916015625
}
gyroscope {
  x: 0.032990007312037051
  y: -0.019155488116666675
  z: -0.026604844606481493
}
magnetometer {
  x: 16.760363914538175
  y: -44.721636394271627
  z: 100.11470941570587
}
temperature: 47.1718636
","accelerometer {
  x: 0.02587890625
  y: 0.00390625
  z: 0.9794921875
}
gyroscope {
  x: -0.0095777440583333373
  y: -0.011706131626851857
  z: -0.0095777440583333373
}
magnetometer {
  x: 35.300081532332115
  y: -17.27109348308295
  z: 157.5378153322963
}
temperature: 49.5051079
",-0.1720000058412552
1722259896.9130445,"accelerometer {
  x: 0.11083984375
  y: 0.05078125
  z: 0.91455078125
}
gyroscope {
  x: 0.03405420109629631
  y: -0.020219681900925934
  z: -0.025540650822222233
}
magnetometer {
  x: 14.708074455615133
  y: -45.076570016448386
  z: 101.88352053612471
}
temperature: 47.1868401
","accelerometer {
  x: 0.02294921875
  y: 0.0205078125
  z: 0.9873046875
}
gyroscope {
  x: -0.0031925813527777791
  y: -0.0095777440583333373
  z: -0.010641937842592597
}
magnetometer {
  x: 37.883014327380806
  y: -16.380830932408571
  z: 159.15083050634712
}
temperature: 49.5081024
",-0.1720000058412552
1722259896.991719,"accelerometer {
  x: 0.08349609375
  y: 0.052734375
  z: 0.91357421875
}
gyroscope {
  x: 0.03405420109629631
  y: -0.026604844606481493
  z: -0.032990007312037051
}
magnetometer {
  x: 16.418315671384335
  y: -46.141370882978663
  z: 103.29856943245977
}
temperature: 47.1838455
","accelerometer {
  x: -0.01416015625
  y: 0.02685546875
  z: 0.97998046875
}
gyroscope {
  x: -0.0053209689212962985
  y: -0.015962906763888896
  z: -0.017027100548148155
}
magnetometer {
  x: 36.333254650351591
  y: -15.490568381734192
  z: 158.25471096520778
}
temperature: 49.5350571
",-0.17000000178813934
1722259897.1136858,"accelerometer {
  x: 0.07275390625
  y: 0.05224609375
  z: 0.91552734375
}
gyroscope {
  x: 0.026604844606481493
  y: -0.028733232175000012
  z: -0.074493564898148179
}
magnetometer {
  x: 16.931388036115095
  y: -45.254036827536765
  z: 99.230303855496459
}
temperature: 47.1838455
","accelerometer {
  x: -0.02294921875
  y: 0.01806640625
  z: 0.98291015625
}
gyroscope {
  x: -0.011706131626851857
  y: -0.017027100548148155
  z: -0.059594851918518543
}
magnetometer {
  x: 37.194232248701155
  y: -16.380830932408571
  z: 158.79238268989138
}
temperature: 49.499115
",-0.17299999296665192
1722259897.1963,"accelerometer {
  x: 0.08740234375
  y: 0.0439453125
  z: 0.923828125
}
gyroscope {
  x: 0.030861619743518531
  y: -0.024476457037962973
  z: -0.030861619743518531
}
magnetometer {
  x: 16.076267428230494
  y: -44.366702772094868
  z: 102.23728276020847
}
temperature: 47.1928291
","accelerometer {
  x: -0.005859375
  y: 0.0126953125
  z: 0.9921875
}
gyroscope {
  x: -0.0053209689212962985
  y: -0.014898712979629636
  z: -0.015962906763888896
}
magnetometer {
  x: 38.571796406060457
  y: -17.449145993217826
  z: 158.07548705697991
}
temperature: 49.517086
",-0.1720000058412552
1722259897.2965548,"accelerometer {
  x: 0.08544921875
  y: 0.048828125
  z: 0.9189453125
}
gyroscope {
  x: 0.032990007312037051
  y: -0.024476457037962973
  z: -0.018091294332407415
}
magnetometer {
  x: 16.760363914538175
  y: -45.786437260801904
  z: 101.17599608795717
}
temperature: 47.1988182
","accelerometer {
  x: -0.013671875
  y: 0.00927734375
  z: 0.99560546875
}
gyroscope {
  x: -0.0042567751370370388
  y: -0.017027100548148155
  z: -0.0042567751370370388
}
magnetometer {
  x: 38.227405366720632
  y: -15.668620891869068
  z: 158.07548705697991
}
temperature: 49.5350571
",-0.1679999977350235
1722259897.3986218,"accelerometer {
  x: 0.0703125
  y: 0.0439453125
  z: 0.9169921875
}
gyroscope {
  x: 0.03405420109629631
  y: -0.024476457037962973
  z: -0.0095777440583333373
}
magnetometer {
  x: 15.734219185076654
  y: -45.431503638625145
  z: 100.11470941570587
}
temperature: 47.2078056
","accelerometer {
  x: -0.01806640625
  y: 0.013671875
  z: 0.98486328125
}
gyroscope {
  x: -0.0042567751370370388
  y: -0.014898712979629636
  z: 0.0053209689212962985
}
magnetometer {
  x: 37.366427768371068
  y: -15.490568381734192
  z: 159.68850223103072
}
temperature: 49.5230789
",-0.17499999701976776
1722259897.5064385,"accelerometer {
  x: 0.0830078125
  y: 0.0322265625
  z: 0.919921875
}
gyroscope {
  x: 0.03405420109629631
  y: -0.028733232175000012
  z: -0.018091294332407415
}
magnetometer {
  x: 17.273436279268935
  y: -45.963904071890283
  z: 99.937828303663991
}
temperature: 47.2078056
","accelerometer {
  x: -0.01416015625
  y: -0.00390625
  z: 0.9951171875
}
gyroscope {
  x: -0.0042567751370370388
  y: -0.015962906763888896
  z: -0.0021283875685185194
}
magnetometer {
  x: 38.571796406060457
  y: -15.312515871599317
  z: 158.43393487343565
}
temperature: 49.5081024
",-0.17100000381469727
1722259897.6084719,"accelerometer {
  x: 0.08837890625
  y: 0.04833984375
  z: 0.90478515625
}
gyroscope {
  x: 0.031925813527777791
  y: -0.024476457037962973
  z: -0.027669038390740752
}
magnetometer {
  x: 15.050122698768973
  y: -46.496304505155422
  z: 99.407184967538342
}
temperature: 47.2048111
","accelerometer {
  x: -0.00244140625
  y: 0.01611328125
  z: 0.97607421875
}
gyroscope {
  x: -0.0085135502740740776
  y: -0.017027100548148155
  z: -0.011706131626851857
}
magnetometer {
  x: 35.300081532332115
  y: -17.6271985033527
  z: 157.5378153322963
}
temperature: 49.5081024
",-0.17499999701976776
1722259897.7175057,"accelerometer {
  x: 0.07861328125
  y: 0.03759765625
  z: 0.9111328125
}
gyroscope {
  x: 0.026604844606481493
  y: -0.022348069469444454
  z: -0.055338076781481504
}
magnetometer {
  x: 16.247291549807414
  y: -45.608970449713524
  z: 100.64535275183152
}
temperature: 47.2197876
","accelerometer {
  x: -0.0234375
  y: 0.00830078125
  z: 0.978515625
}
gyroscope {
  x: -0.012770325411111116
  y: -0.014898712979629636
  z: -0.039375170017592609
}
magnetometer {
  x: 40.4659471224295
  y: -15.846673402003944
  z: 157.5378153322963
}
temperature: 49.517086
",-0.17800000309944153
1722259897.8359995,"accelerometer {
  x: 0.1025390625
  y: 0.0546875
  z: 0.912109375
}
gyroscope {
  x: 0.032990007312037051
  y: -0.024476457037962973
  z: -0.042567751370370388
}
magnetometer {
  x: 15.392170941922814
  y: -44.721636394271627
  z: 100.46847163978964
}
temperature: 47.2078056
","accelerometer {
  x: 0.0146484375
  y: 0.02490234375
  z: 0.984375
}
gyroscope {
  x: -0.0095777440583333373
  y: -0.010641937842592597
  z: -0.028733232175000012
}
magnetometer {
  x: 36.677645689691417
  y: -16.558883442543447
  z: 158.25471096520778
}
temperature: 49.4931259
",-0.17499999701976776
1722259897.944445,"accelerometer {
  x: 0.1279296875
  y: 0.04638671875
  z: 0.92138671875
}
gyroscope {
  x: 0.029797425959259272
  y: -0.024476457037962973
  z: -0.046824526507407427
}
magnetometer {
  x: 16.589339792961255
  y: -45.963904071890283
  z: 101.70663942408282
}
temperature: 47.2227821
","accelerometer {
  x: 0.03564453125
  y: 0.0146484375
  z: 0.9892578125
}
gyroscope {
  x: -0.0074493564898148179
  y: -0.015962906763888896
  z: -0.03405420109629631
}
magnetometer {
  x: 38.571796406060457
  y: -16.380830932408571
  z: 158.07548705697991
}
temperature: 49.5320625
",-0.17100000381469727
